ID_Petani,Desa,Kelompok_Tani,Komoditas,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_Tanah_m2
P1478,SITOLUAMA,TANOPARBUE,PADI,225,270,0,0,0,0,0,0,0,9000
P1479,SITOLUAMA,TANOPARBUE,PADI,150,180,0,0,0,0,0,0,0,6000
P1480,SITOLUAMA,TANOPARBUE,PADI,125,150,0,0,0,0,0,0,0,5000
P1481,SITOLUAMA,TANOPARBUE,PADI,250,300,0,0,0,0,0,0,0,10000
P1482,SITOLUAMA,TANOPARBUE,PADI,100,120,0,0,0,0,0,0,0,4000
P1483,SITOLUAMA,TANOPARBUE,PADI,225,270,0,0,0,0,0,0,0,9000
P1484,SITOLUAMA,TANOPARBUE,PADI,150,180,0,0,0,0,0,0,0,6000
P1485,SITOLUAMA,TANOPARBUE,PADI,250,300,0,0,0,0,0,0,0,10000
P1486,SITOLUAMA,TANOPARBUE,PADI,75,90,0,0,0,0,0,0,0,3000
P1487,SITOLUAMA,TANOPARBUE,PADI,125,150,0,0,0,0,0,0,0,5000
P1488,SITOLUAMA,TANOPARBUE,PADI,125,150,0,0,0,0,0,0,0,5000
P1489,SITOLUAMA,TANOPARBUE,PADI,125,150,0,0,0,0,0,0,0,5000
P1490,SITOLUAMA,TANOPARBUE,PADI,50,60,0,0,0,0,0,0,0,2000
P1491,SITOLUAMA,TANOPARBUE,PADI,125,150,0,0,0,0,0,0,0,5000
P1492,SITOLUAMA,TANOPARBUE,PADI,200,240,0,0,0,0,0,0,0,8000
P1493,SITOLUAMA,TANOPARBUE,PADI,125,150,0,0,0,0,0,0,0,5000
P1494,SITOLUAMA,TANOPARBUE,PADI,100,120,0,0,0,0,0,0,0,4000
P1495,SITOLUAMA,TANOPARBUE,PADI,200,240,0,0,0,0,0,0,0,8000
P1496,SITOLUAMA,TANOPARBUE,PADI,250,300,0,0,0,0,0,0,0,10000
P1497,SITOLUAMA,TANOPARBUE,PADI,125,150,0,0,0,0,0,0,0,5000
P1498,SITOLUAMA,TANOPARBUE,PADI,125,150,0,0,0,0,0,0,0,5000
P1499,SITOLUAMA,TANOPARBUE,PADI,125,150,0,0,0,0,0,0,0,5000
P1500,SITOLUAMA,TANOPARBUE,PADI,100,120,0,0,0,0,0,0,0,4000
P1501,SITOLUAMA,TANOPARBUE,PADI,200,240,0,0,0,0,0,0,0,8000
P1502,SITOLUAMA,TANOPARBUE,PADI,125,150,0,0,0,0,0,0,0,5000
P1503,SITOLUAMA,TANOPARBUE,PADI,100,120,0,0,0,0,0,0,0,4000
P1504,SITOLUAMA,TANOPARBUE,PADI,100,120,0,0,0,0,0,0,0,4000
P1505,SITOLUAMA,TANOPARBUE,PADI,250,300,0,0,0,0,0,0,0,10000
P1506,SITOLUAMA,TANOPARBUE,PADI,125,150,0,0,0,0,0,0,0,5000
P1507,SITOLUAMA,TANOPARBUE,PADI,250,300,0,0,0,0,0,0,0,10000
P1508,SITOLUAMA,TANOPARBUE,PADI,75,90,0,0,0,0,0,0,0,3000
P1509,SITOLUAMA,TANOPARBUE,PADI,250,300,0,0,0,0,0,0,0,10000
P1510,SITOLUAMA,TANOPARBUE,PADI,250,300,0,0,0,0,0,0,0,10000
P1511,SITOLUAMA,TANOPARBUE,PADI,150,180,0,0,0,0,0,0,0,6000
P1512,NALELA,USAHA MAJU,JAGUNG,125,175,0,125,175,0,125,175,0,15000
P1513,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1514,NALELA,USAHA MAJU,JAGUNG,125,175,0,125,175,0,125,175,0,15000
P1515,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1516,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1517,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1518,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1519,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1520,NALELA,USAHA MAJU,JAGUNG,125,175,0,125,175,0,125,175,0,15000
P1521,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1522,NALELA,USAHA MAJU,JAGUNG,125,175,0,125,175,0,125,175,0,15000
P1523,NALELA,USAHA MAJU,JAGUNG,125,175,0,125,175,0,125,175,0,15000
P1524,NALELA,USAHA MAJU,JAGUNG,125,175,0,125,175,0,125,175,0,15000
P1525,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1526,NALELA,USAHA MAJU,JAGUNG,125,175,0,125,175,0,125,175,0,15000
P1527,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1528,NALELA,USAHA MAJU,JAGUNG,125,175,0,125,175,0,125,175,0,15000
P1529,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1530,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1531,NALELA,USAHA MAJU,JAGUNG,125,175,0,125,175,0,125,175,0,15000
P1532,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1533,NALELA,USAHA MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1534,NALELA,USAHA MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1535,NALELA,USAHA MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1536,NALELA,USAHA MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1537,NALELA,USAHA MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1538,NALELA,USAHA MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1539,NALELA,USAHA MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1540,NALELA,USAHA MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1541,NALELA,USAHA MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1542,NALELA,USAHA MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1543,NALELA,USAHA MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1544,NALELA,USAHA MAJU,PADI,125,150,500,0,0,0,0,0,0,5000
P1545,NALELA,USAHA MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1546,NALELA,USAHA MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1547,PATANE I,PARHABINSARAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1548,PATANE I,PARHABINSARAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1549,PATANE I,PARHABINSARAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1550,PATANE I,PARHABINSARAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1551,PATANE I,PARHABINSARAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1552,PATANE I,PARHABINSARAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1553,PATANE I,PARHABINSARAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1554,PATANE I,PARHABINSARAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1555,PATANE I,PARHABINSARAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1556,PATANE I,PARHABINSARAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1557,PATANE I,SARIBU USAHA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1558,PATANE I,SARIBU USAHA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1559,PATANE I,SARIBU USAHA,PADI,62,75,250,0,0,0,0,0,0,2500
P1560,PATANE I,SARIBU USAHA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1561,PATANE I,SARIBU USAHA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1562,PATANE I,SARIBU USAHA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1563,PATANE I,SARIBU USAHA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1564,PATANE I,SARIBU USAHA,PADI,125,150,500,0,0,0,0,0,0,5000
P1565,PATANE I,SARIBU USAHA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1566,PATANE I,SARIBU USAHA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1567,PATANE I,SARIBU USAHA,PADI,125,150,500,0,0,0,0,0,0,5000
P1568,PATANE I,SARIBU USAHA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1569,PATANE I,SARIBU USAHA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1570,PATANE I,SARIBU USAHA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1571,PATANE I,PARHABINSARAN,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1572,PATANE I,PARHABINSARAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1573,PATANE I,PARHABINSARAN,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1574,PATANE I,PARHABINSARAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1575,PATANE I,PARHABINSARAN,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1576,PATANE I,PARHABINSARAN,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P1577,PATANE I,PARHABINSARAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1578,PATANE I,PARHABINSARAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1579,PATANE I,PARHABINSARAN,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1580,PATANE I,PARHABINSARAN,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P1581,PATANE I,PARBAGASAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1582,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1583,PATANE I,PARBAGASAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1584,PATANE I,PARBAGASAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1585,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1586,PATANE I,PARBAGASAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1587,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1588,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1589,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1590,PATANE I,PARBAGASAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1591,PATANE I,PARBAGASAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1592,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1593,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1594,PATANE I,PARBAGASAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1595,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1596,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1597,PATANE I,PARBAGASAN,JAGUNG,0,0,0,125,175,0,250,350,0,15000
P1598,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1599,PATANE I,PARBAGASAN,JAGUNG,0,0,0,125,175,0,250,350,0,15000
P1600,PATANE I,PARBAGASAN,JAGUNG,0,0,0,125,175,0,250,350,0,15000
P1601,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1602,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,125,175,0,15000
P1603,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1604,PATANE I,PARBAGASAN,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1605,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,0,0,0,10000
P1606,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,125,175,0,15000
P1607,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1608,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1609,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1610,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1611,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,125,175,0,15000
P1612,PATANE I,PARBAGASAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P1613,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1614,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,125,175,0,15000
P1615,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1616,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1617,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000
P1618,PATANE I,PARBAGASAN,JAGUNG,0,0,0,250,350,0,125,175,0,15000
P1619,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1620,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1621,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1622,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1623,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1624,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1625,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,0,0,0,5000
P1626,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,0,0,0,5000
P1627,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,0,0,0,5000
P1628,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1629,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1630,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1631,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1632,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1633,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1634,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1635,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,0,0,0,5000
P1636,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1637,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,0,0,0,5000
P1638,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,0,0,0,5000
P1639,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1640,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,0,0,0,5000
P1641,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1642,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,250,300,1000,15000
P1643,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,0,0,0,5000
P1644,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,0,0,0,5000
P1645,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1646,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1647,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1648,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1649,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,0,0,0,5000
P1650,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1651,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1652,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,0,0,0,5000
P1653,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1654,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1655,PATANE I,PARBAGASAN,PADI,250,300,1000,0,0,0,0,0,0,10000
P1656,PATANE I,PARBAGASAN,PADI,125,150,500,0,0,0,0,0,0,5000
P1657,PATANE I,PASTIAMMA SEJAHTERA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1658,PATANE I,PASTIAMMA SEJAHTERA,PADI,125,150,500,0,0,0,0,0,0,5000
P1659,PATANE I,PASTIAMMA SEJAHTERA,PADI,125,150,500,0,0,0,0,0,0,5000
P1660,PATANE I,PASTIAMMA SEJAHTERA,PADI,125,150,500,0,0,0,0,0,0,5000
P1661,PATANE I,PASTIAMMA SEJAHTERA,PADI,125,150,500,0,0,0,0,0,0,5000
P1662,PATANE I,PASTIAMMA SEJAHTERA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1663,PATANE I,PASTIAMMA SEJAHTERA,PADI,125,150,500,0,0,0,0,0,0,5000
P1664,PATANE I,PASTIAMMA SEJAHTERA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1665,PATANE I,PASTIAMMA SEJAHTERA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1666,PATANE I,PASTIAMMA SEJAHTERA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1667,PATANE I,PASTIAMMA SEJAHTERA,PADI,250,300,1000,0,0,0,0,0,0,10000
P1668,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1669,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1670,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1671,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1672,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1673,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1674,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1675,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1676,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1677,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1678,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1679,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1680,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1681,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1682,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1683,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1684,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1685,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1686,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1687,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1688,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1689,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1690,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1691,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1692,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1693,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1694,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1695,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1696,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1697,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1698,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1699,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1700,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1701,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1702,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1703,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1704,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1705,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1706,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1707,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1708,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1709,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1710,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1711,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1712,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1713,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1714,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1715,PATANE II,TANI MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000
P1716,PATANE II,TANI MAJU,PADI,125,150,500,0,0,0,0,0,0,5000
P1717,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P1718,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,124,174,0,62,87,0,5000
P1719,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1720,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1721,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,124,174,0,62,87,0,5000
P1722,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1723,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1724,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,124,174,0,62,87,0,5000
P1725,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1726,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P1727,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,187,262,0,0,0,0,7500
P1728,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1729,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1730,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1731,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P1732,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,124,174,0,62,87,0,5000
P1733,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1734,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P1735,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P1736,PATANE II,RAWIT MERAH,JAGUNG,0,0,0,124,174,0,62,87,0,5000
P1737,PATANE II,RAWIT MERAH,PADI,250,300,1000,0,0,0,0,0,0,10000
P1738,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1739,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1740,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1741,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1742,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1743,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1744,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1745,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1746,PATANE II,RAWIT MERAH,PADI,187,225,750,0,0,0,0,0,0,7500
P1747,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1748,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1749,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1750,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1751,PATANE II,RAWIT MERAH,PADI,250,300,1000,0,0,0,0,0,0,10000
P1752,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1753,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1754,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1755,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1756,PATANE II,RAWIT MERAH,PADI,125,150,500,0,0,0,0,0,0,5000
P1757,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1758,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1759,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1760,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1761,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1762,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1763,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1764,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1765,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1766,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1767,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1768,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1769,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1770,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1771,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1772,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1773,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1774,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1775,PATANE II,SAURDOT,CABAI,0,100,0,0,100,0,0,0,0,5000
P1776,PATANE II,SAURDOT,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P1777,PATANE II,SAURDOT,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P1778,PATANE II,SAURDOT,JAGUNG,0,0,0,250,350,0,125,175,0,10000
P1779,PATANE II,SAURDOT,JAGUNG,0,0,0,500,700,0,250,350,0,20000
P1780,PATANE II,SAURDOT,JAGUNG,0,0,0,62,87,0,0,0,0,2500
