ID_Petani,Desa,Kelompok_Tani,Komoditas,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_Tanah_m2
P214,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,25,30,0,0,0,0,2000
P215,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,75,90,0,75,90,0,0,0,0,6000
P216,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,50,60,0,50,60,0,0,0,0,4000
P217,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,175,210,0,175,210,0,0,0,0,14000
P218,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,25,30,0,0,0,0,2000
P219,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,25,30,0,0,0,0,2000
P220,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,50,60,0,50,60,0,0,0,0,4000
P221,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,25,30,0,0,0,0,2000
P222,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,15,18,0,15,18,0,0,0,0,1200
P223,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,25,30,0,0,0,0,2000
P224,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,50,60,0,50,60,0,0,0,0,4000
P225,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,25,30,0,0,0,0,2000
P226,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,25,30,0,0,0,0,2000
P227,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,75,90,0,75,90,0,0,0,0,6000
P228,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,70,84,0,70,84,0,0,0,0,5600
P229,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,75,90,0,75,90,0,0,0,0,6000
P230,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,40,48,0,0,0,0,0,0,0,3200
P231,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,100,120,0,0,0,0,0,0,0,8000
P232,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P233,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P234,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,50,60,0,0,0,0,0,0,0,4000
P235,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,50,60,0,0,0,0,0,0,0,4000
P236,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P237,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,225,270,0,0,0,0,0,0,0,18000
P238,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,85,102,0,0,0,0,0,0,0,6800
P239,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,50,60,0,0,0,0,0,0,0,4000
P240,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P241,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P242,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,60,72,0,0,0,0,0,0,0,4800
P243,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,75,90,0,0,0,0,0,0,0,6000
P244,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P245,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,75,90,0,0,0,0,0,0,0,6000
P246,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P247,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,75,90,0,0,0,0,0,0,0,6000
P248,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P249,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,15,18,0,0,0,0,0,0,0,1200
P250,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P251,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,15,18,0,0,0,0,0,0,0,1200
P252,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P253,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P254,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,65,78,0,0,0,0,0,0,0,5200
P255,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,15,18,0,0,0,0,0,0,0,1200
P256,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P257,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P258,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,55,66,0,0,0,0,0,0,0,4400
P259,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,25,30,0,0,0,0,0,0,0,2000
P260,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,100,140,0,4000
P261,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P262,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,75,105,0,3000
P263,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P264,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P265,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,100,140,0,4000
P266,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P267,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,25,35,0,1000
P268,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P269,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P270,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P271,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P272,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P273,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P274,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P275,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P276,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,25,35,0,1000
P277,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P278,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P279,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,25,35,0,1000
P280,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P281,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P282,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P283,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P284,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P285,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P286,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P287,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P288,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P289,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P290,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P291,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,25,30,0,25,30,0,0,0,0,2000
P292,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,50,60,0,50,60,0,0,0,0,4000
P293,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,50,60,0,50,60,0,0,0,0,4000
P294,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,100,120,0,100,120,0,0,0,0,8000
P295,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,50,60,0,50,60,0,0,0,0,4000
P296,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,100,120,0,100,120,0,0,0,0,8000
P297,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600
P298,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,25,30,0,25,30,0,0,0,0,2000
P299,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,50,60,0,50,60,0,0,0,0,4000
P300,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,75,90,0,75,90,0,0,0,0,6000
P301,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,100,120,0,100,120,0,0,0,0,8000
P302,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600
P303,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,50,60,0,50,60,0,0,0,0,4000
P304,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,50,60,0,50,60,0,0,0,0,4000
P305,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,25,30,0,25,30,0,0,0,0,2000
P306,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,25,30,0,25,30,0,0,0,0,2000
P307,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,100,120,0,100,120,0,0,0,0,8000
P308,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,50,60,0,50,60,0,0,0,0,4000
P309,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,100,120,0,100,120,0,0,0,0,8000
P310,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,100,120,0,100,120,0,0,0,0,8000
P311,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,25,30,0,25,30,0,0,0,0,2000
P312,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,70,84,0,70,84,0,0,0,0,5600
P313,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,25,30,0,25,30,0,0,0,0,2000
P314,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,50,60,0,50,60,0,0,0,0,4000
P315,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,70,84,0,70,84,0,0,0,0,5600
P316,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P317,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P318,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,60,72,0,60,72,0,0,0,0,4800
P319,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P320,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P321,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P322,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,200,280,0,200,280,0,0,0,0,16000
P323,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P324,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,180,252,0,7200
P325,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,200,280,0,8000
P326,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P327,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,150,210,0,6000
P328,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,150,210,0,6000
P329,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,200,280,0,8000
P330,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,250,350,0,10000
P331,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,250,350,0,10000
P332,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,100,140,0,4000
P333,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P334,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,100,140,0,4000
P335,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,150,210,0,6000
P336,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,30,42,0,1200
P337,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,38,53,0,1500
P338,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,50,70,0,2000
P339,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,50,70,0,50,70,0,0,0,0,4000
P340,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,100,140,0,4000
P341,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,250,350,0,10000
P342,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,150,210,0,6000
P343,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,JAGUNG,0,0,0,0,0,0,250,350,0,10000
P344,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,50,60,0,50,60,0,0,0,0,4000
P345,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,200,240,0,200,240,0,0,0,0,16000
P346,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,25,30,0,25,30,0,0,0,0,2000
P347,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,50,60,0,50,60,0,0,0,0,4000
P348,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,150,180,0,150,180,0,0,0,0,12000
P349,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,100,120,0,100,120,0,0,0,0,8000
P350,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,100,120,0,100,120,0,0,0,0,8000
P351,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,200,240,0,200,240,0,0,0,0,16000
P352,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,180,216,0,180,216,0,0,0,0,14400
P353,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,200,240,0,200,240,0,0,0,0,16000
P354,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,250,300,0,250,300,0,0,0,0,20000
P355,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,50,60,0,50,60,0,0,0,0,4000
P356,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,100,120,0,100,120,0,0,0,0,8000
P357,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,100,120,0,100,120,0,0,0,0,8000
P358,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,150,180,0,150,180,0,0,0,0,12000
P359,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,125,150,0,125,150,0,0,0,0,10000
P360,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,50,60,0,50,60,0,0,0,0,4000
P361,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,100,120,0,100,120,0,0,0,0,8000
P362,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,150,180,0,150,180,0,0,0,0,12000
P363,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,200,240,0,200,240,0,0,0,0,16000
P364,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,120,144,0,120,144,0,0,0,0,9600
P365,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,100,120,0,100,120,0,0,0,0,8000
P366,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,JAGUNG,0,0,0,200,280,0,0,0,0,8000
P367,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,JAGUNG,0,0,0,160,224,0,0,0,0,6400
P368,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,140,168,0,140,168,0,0,0,0,11200
P369,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,75,90,0,75,90,0,0,0,0,6000
P370,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,63,75,0,63,75,0,0,0,0,5000
P371,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,50,60,0,50,60,0,0,0,0,4000
P372,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P373,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,130,156,0,130,156,0,0,0,0,10400
P374,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,60,72,0,60,72,0,0,0,0,4800
P375,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600
P376,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600
P377,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P378,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,230,276,0,230,276,0,0,0,0,18400
P379,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P380,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,65,78,0,65,78,0,0,0,0,5200
P381,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,60,72,0,60,72,0,0,0,0,4800
P382,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,160,192,0,160,192,0,0,0,0,12800
P383,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P384,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,60,72,0,60,72,0,0,0,0,4800
P385,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600
P386,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P387,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,40,48,0,40,48,0,0,0,0,3200
P388,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P389,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,63,75,0,63,75,0,0,0,0,5000
P390,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,140,168,0,140,168,0,0,0,0,11200
P391,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600
P392,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P393,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,70,84,0,70,84,0,0,0,0,5600
P394,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,115,138,0,115,138,0,0,0,0,9200
P395,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,170,204,0,170,204,0,0,0,0,13600
P396,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,140,168,0,140,168,0,0,0,0,11200
P397,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,75,90,0,75,90,0,0,0,0,6000
P398,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,200,240,0,0,0,0,88,105,0,11500
P399,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,100,120,0,100,120,0,0,0,0,8000
P400,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,140,168,0,140,168,0,0,0,0,11200
P401,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,85,102,0,85,102,0,0,0,0,6800
P402,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600
P403,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,85,102,0,85,102,0,0,0,0,6800
P404,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,60,72,0,60,72,0,0,0,0,4800
P405,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,75,90,0,75,90,0,0,0,0,6000
P406,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600
P407,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,160,192,0,0,0,0,160,192,0,12800
P408,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,75,90,0,75,90,0,0,0,0,6000
P409,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P410,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600
P411,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,100,120,0,100,120,0,0,0,0,8000
P412,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,100,120,0,100,120,0,0,0,0,8000
P413,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400
P414,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P415,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P416,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P417,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P418,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P419,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P420,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P421,SIBUEA,DOS ROHA,JAGUNG,0,0,0,45,63,0,0,0,0,1800
P422,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P423,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P424,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P425,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P426,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P427,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P428,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P429,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P430,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P431,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P432,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P433,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P434,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P435,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P436,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P437,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P438,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P439,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P440,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P441,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P442,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P443,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P444,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P445,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P446,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P447,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P448,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P449,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P450,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P451,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
P452,SIBUEA,DOS ROHA,JAGUNG,0,0,0,40,56,0,0,0,0,1600
