ID_Petani,Desa,Kelompok_Tani,Komoditas,Luas_Tanah_m2,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_ha,Urea_MT1_per_ha,Urea_MT2_per_ha,Urea_MT3_per_ha,NPK_MT1_per_ha,NPK_MT2_per_ha,NPK_MT3_per_ha,Organik_MT1_per_ha,Organik_MT2_per_ha,Organik_MT3_per_ha,Total_MT1,Total_MT2,Total_MT3,prop_Urea_MT1,prop_NPK_MT1,prop_Organik_MT1,prop_Urea_MT2,prop_NPK_MT2,prop_Organik_MT2,prop_Urea_MT3,prop_NPK_MT3,prop_Organik_MT3,delta_Urea_MT2_MT1,delta_Urea_MT3_MT2,delta_NPK_MT2_MT1,delta_NPK_MT3_MT2,delta_Organik_MT2_MT1,delta_Organik_MT3_MT2,Urea_avg,Urea_std,NPK_avg,NPK_std,Organik_avg,Organik_std,zscore_Urea_MT1,zscore_Urea_MT2,zscore_Urea_MT3,zscore_NPK_MT1,zscore_NPK_MT2,zscore_NPK_MT3,zscore_Organik_MT1,zscore_Organik_MT2,zscore_Organik_MT3,IQR_Label_MT1,IQR_Bounds_MT1,IQR_Label_MT2,IQR_Bounds_MT2,IQR_Label_MT3,IQR_Bounds_MT3,dev_Urea_MT1,dev_pct_Urea_MT1,dev_NPK_MT1,dev_pct_NPK_MT1,dev_Organik_MT1,dev_pct_Organik_MT1,dev_Urea_MT2,dev_pct_Urea_MT2,dev_NPK_MT2,dev_pct_NPK_MT2,dev_Organik_MT2,dev_pct_Organik_MT2,dev_Urea_MT3,dev_pct_Urea_MT3,dev_NPK_MT3,dev_pct_NPK_MT3,dev_Organik_MT3,dev_pct_Organik_MT3,Total_Pupuk_Semua_MT,Total_Pupuk_per_ha,Anomaly_Prediction,Anomaly_Label,Anomaly_Score,Anomaly_Severity,Cluster,Cluster_Label,Rekomendasi,Detail_Analisis,Prioritas
P2806,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,10000,250.0,300.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.0,250.0,101.5,125.0,300.0,121.5,150.0,1000.0,500.0,500.0,1550.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-148.5,23.5,-178.5,28.5,-500.0,0.0,158.83333333333334,79.82219824919214,190.5,95.89447325054766,666.6666666666666,288.6751345948129,1.1564466212776432,-0.09596909872960657,0.0014019711128900937,1.038055740670101,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],125.0,100.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3523.0,1,Normal,0.08019997631050524,Normal,2,Cluster 2,MT1: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (300.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2807,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,10000,250.0,300.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.0,250.0,101.5,125.0,300.0,121.5,150.0,1000.0,500.0,500.0,1550.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-148.5,23.5,-178.5,28.5,-500.0,0.0,158.83333333333334,79.82219824919214,190.5,95.89447325054766,666.6666666666666,288.6751345948129,1.1564466212776432,-0.09596909872960657,0.0014019711128900937,1.038055740670101,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],125.0,100.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3523.0,1,Normal,0.08019997631050524,Normal,2,Cluster 2,MT1: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (300.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2808,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,10000,250.0,300.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.0,250.0,101.5,125.0,300.0,121.5,150.0,1000.0,500.0,500.0,1550.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-148.5,23.5,-178.5,28.5,-500.0,0.0,158.83333333333334,79.82219824919214,190.5,95.89447325054766,666.6666666666666,288.6751345948129,1.1564466212776432,-0.09596909872960657,0.0014019711128900937,1.038055740670101,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],125.0,100.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3523.0,1,Normal,0.08019997631050524,Normal,2,Cluster 2,MT1: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (300.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2809,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,10000,250.0,300.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.0,250.0,101.5,125.0,300.0,121.5,150.0,1000.0,500.0,500.0,1550.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-148.5,23.5,-178.5,28.5,-500.0,0.0,158.83333333333334,79.82219824919214,190.5,95.89447325054766,666.6666666666666,288.6751345948129,1.1564466212776432,-0.09596909872960657,0.0014019711128900937,1.038055740670101,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],125.0,100.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3523.0,1,Normal,0.08019997631050524,Normal,2,Cluster 2,MT1: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (300.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2810,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,5000,125.0,150.0,500.0,101.5,121.5,500.0,125.0,150.0,500.0,0.5,250.0,203.0,250.0,300.0,243.0,300.0,1000.0,1000.0,1000.0,775.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-23.5,23.5,-28.5,28.5,0.0,0.0,117.16666666666667,13.567731325956206,140.5,16.454482671904334,500.0,0.0,-0.3206136418965637,-0.09596909872960657,0.0014019711128900937,-0.385464745908651,-0.09772855766122403,0.0014025328916304274,-2.225789322354135,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],0.0,0.0,0.0,0.0,-500.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.0,3446.0,1,Normal,0.18530088893724694,Normal,1,Cluster 1,MT1: Organik terlalu rendah (500.0 kg vs standar 1000.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2811,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,5000,125.0,150.0,500.0,101.5,121.5,500.0,125.0,150.0,500.0,0.5,250.0,203.0,250.0,300.0,243.0,300.0,1000.0,1000.0,1000.0,775.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-23.5,23.5,-28.5,28.5,0.0,0.0,117.16666666666667,13.567731325956206,140.5,16.454482671904334,500.0,0.0,-0.3206136418965637,-0.09596909872960657,0.0014019711128900937,-0.385464745908651,-0.09772855766122403,0.0014025328916304274,-2.225789322354135,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],0.0,0.0,0.0,0.0,-500.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.0,3446.0,1,Normal,0.18530088893724694,Normal,1,Cluster 1,MT1: Organik terlalu rendah (500.0 kg vs standar 1000.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2812,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,10000,250.0,300.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.0,250.0,101.5,125.0,300.0,121.5,150.0,1000.0,500.0,500.0,1550.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-148.5,23.5,-178.5,28.5,-500.0,0.0,158.83333333333334,79.82219824919214,190.5,95.89447325054766,666.6666666666666,288.6751345948129,1.1564466212776432,-0.09596909872960657,0.0014019711128900937,1.038055740670101,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],125.0,100.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3523.0,1,Normal,0.08019997631050524,Normal,2,Cluster 2,MT1: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (300.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2813,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,10000,250.0,300.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.0,250.0,101.5,125.0,300.0,121.5,150.0,1000.0,500.0,500.0,1550.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-148.5,23.5,-178.5,28.5,-500.0,0.0,158.83333333333334,79.82219824919214,190.5,95.89447325054766,666.6666666666666,288.6751345948129,1.1564466212776432,-0.09596909872960657,0.0014019711128900937,1.038055740670101,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],125.0,100.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3523.0,1,Normal,0.08019997631050524,Normal,2,Cluster 2,MT1: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (300.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2814,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,10000,250.0,300.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.0,250.0,101.5,125.0,300.0,121.5,150.0,1000.0,500.0,500.0,1550.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-148.5,23.5,-178.5,28.5,-500.0,0.0,158.83333333333334,79.82219824919214,190.5,95.89447325054766,666.6666666666666,288.6751345948129,1.1564466212776432,-0.09596909872960657,0.0014019711128900937,1.038055740670101,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],125.0,100.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3523.0,1,Normal,0.08019997631050524,Normal,2,Cluster 2,MT1: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (300.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2815,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,10000,250.0,300.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.0,250.0,101.5,125.0,300.0,121.5,150.0,1000.0,500.0,500.0,1550.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-148.5,23.5,-178.5,28.5,-500.0,0.0,158.83333333333334,79.82219824919214,190.5,95.89447325054766,666.6666666666666,288.6751345948129,1.1564466212776432,-0.09596909872960657,0.0014019711128900937,1.038055740670101,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],125.0,100.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3523.0,1,Normal,0.08019997631050524,Normal,2,Cluster 2,MT1: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (300.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2816,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,10000,250.0,300.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.0,250.0,101.5,125.0,300.0,121.5,150.0,1000.0,500.0,500.0,1550.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-148.5,23.5,-178.5,28.5,-500.0,0.0,158.83333333333334,79.82219824919214,190.5,95.89447325054766,666.6666666666666,288.6751345948129,1.1564466212776432,-0.09596909872960657,0.0014019711128900937,1.038055740670101,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],125.0,100.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3523.0,1,Normal,0.08019997631050524,Normal,2,Cluster 2,MT1: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (300.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2817,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,10000,250.0,300.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.0,250.0,101.5,125.0,300.0,121.5,150.0,1000.0,500.0,500.0,1550.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-148.5,23.5,-178.5,28.5,-500.0,0.0,158.83333333333334,79.82219824919214,190.5,95.89447325054766,666.6666666666666,288.6751345948129,1.1564466212776432,-0.09596909872960657,0.0014019711128900937,1.038055740670101,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],125.0,100.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3523.0,1,Normal,0.08019997631050524,Normal,2,Cluster 2,MT1: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (300.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2818,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,10000,250.0,300.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.0,250.0,101.5,125.0,300.0,121.5,150.0,1000.0,500.0,500.0,1550.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-148.5,23.5,-178.5,28.5,-500.0,0.0,158.83333333333334,79.82219824919214,190.5,95.89447325054766,666.6666666666666,288.6751345948129,1.1564466212776432,-0.09596909872960657,0.0014019711128900937,1.038055740670101,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],125.0,100.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3523.0,1,Normal,0.08019997631050524,Normal,2,Cluster 2,MT1: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (300.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2819,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,10000,250.0,300.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.0,250.0,101.5,125.0,300.0,121.5,150.0,1000.0,500.0,500.0,1550.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-148.5,23.5,-178.5,28.5,-500.0,0.0,158.83333333333334,79.82219824919214,190.5,95.89447325054766,666.6666666666666,288.6751345948129,1.1564466212776432,-0.09596909872960657,0.0014019711128900937,1.038055740670101,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],125.0,100.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3523.0,1,Normal,0.08019997631050524,Normal,2,Cluster 2,MT1: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (300.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2820,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,5000,125.0,150.0,500.0,101.5,121.5,500.0,125.0,150.0,500.0,0.5,250.0,203.0,250.0,300.0,243.0,300.0,1000.0,1000.0,1000.0,775.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-23.5,23.5,-28.5,28.5,0.0,0.0,117.16666666666667,13.567731325956206,140.5,16.454482671904334,500.0,0.0,-0.3206136418965637,-0.09596909872960657,0.0014019711128900937,-0.385464745908651,-0.09772855766122403,0.0014025328916304274,-2.225789322354135,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],0.0,0.0,0.0,0.0,-500.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.0,3446.0,1,Normal,0.18530088893724694,Normal,1,Cluster 1,MT1: Organik terlalu rendah (500.0 kg vs standar 1000.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2821,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,5000,125.0,150.0,500.0,101.5,121.5,500.0,125.0,150.0,500.0,0.5,250.0,203.0,250.0,300.0,243.0,300.0,1000.0,1000.0,1000.0,775.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-23.5,23.5,-28.5,28.5,0.0,0.0,117.16666666666667,13.567731325956206,140.5,16.454482671904334,500.0,0.0,-0.3206136418965637,-0.09596909872960657,0.0014019711128900937,-0.385464745908651,-0.09772855766122403,0.0014025328916304274,-2.225789322354135,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],0.0,0.0,0.0,0.0,-500.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.0,3446.0,1,Normal,0.18530088893724694,Normal,1,Cluster 1,MT1: Organik terlalu rendah (500.0 kg vs standar 1000.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2822,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,5000,125.0,150.0,500.0,101.5,121.5,500.0,125.0,150.0,500.0,0.5,250.0,203.0,250.0,300.0,243.0,300.0,1000.0,1000.0,1000.0,775.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-23.5,23.5,-28.5,28.5,0.0,0.0,117.16666666666667,13.567731325956206,140.5,16.454482671904334,500.0,0.0,-0.3206136418965637,-0.09596909872960657,0.0014019711128900937,-0.385464745908651,-0.09772855766122403,0.0014025328916304274,-2.225789322354135,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],0.0,0.0,0.0,0.0,-500.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.0,3446.0,1,Normal,0.18530088893724694,Normal,1,Cluster 1,MT1: Organik terlalu rendah (500.0 kg vs standar 1000.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2823,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,5000,125.0,150.0,500.0,101.5,121.5,500.0,125.0,150.0,500.0,0.5,250.0,203.0,250.0,300.0,243.0,300.0,1000.0,1000.0,1000.0,775.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-23.5,23.5,-28.5,28.5,0.0,0.0,117.16666666666667,13.567731325956206,140.5,16.454482671904334,500.0,0.0,-0.3206136418965637,-0.09596909872960657,0.0014019711128900937,-0.385464745908651,-0.09772855766122403,0.0014025328916304274,-2.225789322354135,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],0.0,0.0,0.0,0.0,-500.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.0,3446.0,1,Normal,0.18530088893724694,Normal,1,Cluster 1,MT1: Organik terlalu rendah (500.0 kg vs standar 1000.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2824,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,5000,125.0,150.0,500.0,101.5,121.5,500.0,125.0,150.0,500.0,0.5,250.0,203.0,250.0,300.0,243.0,300.0,1000.0,1000.0,1000.0,775.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-23.5,23.5,-28.5,28.5,0.0,0.0,117.16666666666667,13.567731325956206,140.5,16.454482671904334,500.0,0.0,-0.3206136418965637,-0.09596909872960657,0.0014019711128900937,-0.385464745908651,-0.09772855766122403,0.0014025328916304274,-2.225789322354135,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],0.0,0.0,0.0,0.0,-500.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.0,3446.0,1,Normal,0.18530088893724694,Normal,1,Cluster 1,MT1: Organik terlalu rendah (500.0 kg vs standar 1000.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2825,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,5000,125.0,150.0,500.0,101.5,121.5,500.0,125.0,150.0,500.0,0.5,250.0,203.0,250.0,300.0,243.0,300.0,1000.0,1000.0,1000.0,775.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-23.5,23.5,-28.5,28.5,0.0,0.0,117.16666666666667,13.567731325956206,140.5,16.454482671904334,500.0,0.0,-0.3206136418965637,-0.09596909872960657,0.0014019711128900937,-0.385464745908651,-0.09772855766122403,0.0014025328916304274,-2.225789322354135,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],0.0,0.0,0.0,0.0,-500.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.0,3446.0,1,Normal,0.18530088893724694,Normal,1,Cluster 1,MT1: Organik terlalu rendah (500.0 kg vs standar 1000.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P2826,PATANE IV,SIRAITURUK PASIR OK JAYA,PADI,5000,125.0,150.0,500.0,101.5,121.5,500.0,125.0,150.0,500.0,0.5,250.0,203.0,250.0,300.0,243.0,300.0,1000.0,1000.0,1000.0,775.0,723.0,775.0,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-23.5,23.5,-28.5,28.5,0.0,0.0,117.16666666666667,13.567731325956206,140.5,16.454482671904334,500.0,0.0,-0.3206136418965637,-0.09596909872960657,0.0014019711128900937,-0.385464745908651,-0.09772855766122403,0.0014025328916304274,-2.225789322354135,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],0.0,0.0,0.0,0.0,-500.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.0,3446.0,1,Normal,0.18530088893724694,Normal,1,Cluster 1,MT1: Organik terlalu rendah (500.0 kg vs standar 1000.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
