ID_Petani,Desa,Kelompok_Tani,Komoditas,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_Tanah_m2,Total_Urea,Total_NPK,Total_Organik,Total_Pupuk,Luas_Tanah_ha,Status_Urea,Status_NPK,Status_Organik,Jatah_Urea_Min,Jatah_Urea_Max,Jatah_NPK_Min,Jatah_NPK_Max,Jatah_Organik_Min,Jatah_Organik_Max,Final_Status,Urea_per_ha,NPK_per_ha,Organik_per_ha,Total_per_ha,Total_MT1,Total_MT2,Total_MT3,Urea_Label,Urea_Median,Urea_Lower_Bound,Urea_Upper_Bound,NPK_Label,NPK_Median,NPK_Lower_Bound,NPK_Upper_Bound,Organik_Label,Organik_Median,Organik_Lower_Bound,Organik_Upper_Bound,Overall_Status
P2720,PATANE IV,LBN.TINJOAN,PADI,250,300,1000,250,300,1000,0,0,0,20000,500,600,2000,3100,2.0,Normal,Normal,Normal,0.0,500.0,0.0,600.0,0.0,2000.0,Normal,250.0,300.0,1000.0,1550.0,1550,1550,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2721,PATANE IV,LBN.TINJOAN,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2722,PATANE IV,LBN.TINJOAN,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2723,PATANE IV,LBN.TINJOAN,PADI,250,300,1000,250,300,1000,0,0,0,20000,500,600,2000,3100,2.0,Normal,Normal,Normal,0.0,500.0,0.0,600.0,0.0,2000.0,Normal,250.0,300.0,1000.0,1550.0,1550,1550,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2724,PATANE IV,LBN.TINJOAN,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2725,PATANE IV,LBN.TINJOAN,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2726,PATANE IV,LBN.TINJOAN,PADI,250,300,1000,250,300,1000,0,0,0,20000,500,600,2000,3100,2.0,Normal,Normal,Normal,0.0,500.0,0.0,600.0,0.0,2000.0,Normal,250.0,300.0,1000.0,1550.0,1550,1550,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2727,PATANE IV,LBN.TINJOAN,PADI,250,300,1000,250,300,1000,0,0,0,20000,500,600,2000,3100,2.0,Normal,Normal,Normal,0.0,500.0,0.0,600.0,0.0,2000.0,Normal,250.0,300.0,1000.0,1550.0,1550,1550,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2728,PATANE IV,LBN.TINJOAN,PADI,250,300,1000,250,300,1000,0,0,0,20000,500,600,2000,3100,2.0,Normal,Normal,Normal,0.0,500.0,0.0,600.0,0.0,2000.0,Normal,250.0,300.0,1000.0,1550.0,1550,1550,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2729,PATANE IV,LBN.TINJOAN,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2730,PATANE IV,MADUMA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,775,775,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2731,PATANE IV,MADUMA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,775,775,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2732,PATANE IV,MADUMA,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2733,PATANE IV,MADUMA,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2734,PATANE IV,MADUMA,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2735,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2736,PATANE IV,MADUMA,PADI,62,75,250,0,0,0,0,0,0,2500,62,75,250,387,0.25,Normal,Normal,Normal,0.0,62.5,0.0,75.0,0.0,250.0,Normal,248.0,300.0,1000.0,1548.0,387,0,0,Underuse,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Underuse
P2737,PATANE IV,MADUMA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,775,775,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2738,PATANE IV,MADUMA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,775,775,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2739,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2740,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2741,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2742,PATANE IV,MADUMA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,775,775,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2743,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2744,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2745,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2746,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2747,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2748,PATANE IV,MADUMA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,775,775,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2749,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2750,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2751,PATANE IV,MADUMA,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2752,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2753,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2754,PATANE IV,MADUMA,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2755,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2756,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2757,PATANE IV,MADUMA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,775,775,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2758,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2759,PATANE IV,MADUMA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,775,775,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2760,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2761,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2762,PATANE IV,MADUMA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2763,PATANE IV,MADUMA,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P2764,PATANE IV,SIRAITURUK PASIR OK JAYA,BAWANG MERAH,0,53,0,0,0,0,0,0,0,1000,0,53,0,53,0.1,Normal,Overuse,Normal,0.0,25.0,0.0,35.0,0.0,100.0,Overuse,0.0,530.0,0.0,530.0,53,0,0,Normal,,,,Normal,525.0,515.0,539.0,Normal,,,,Normal
P2765,PATANE IV,SIRAITURUK PASIR OK JAYA,BAWANG MERAH,0,53,0,0,0,0,0,0,0,1000,0,53,0,53,0.1,Normal,Overuse,Normal,0.0,25.0,0.0,35.0,0.0,100.0,Overuse,0.0,530.0,0.0,530.0,53,0,0,Normal,,,,Normal,525.0,515.0,539.0,Normal,,,,Normal
P2766,PATANE IV,SIRAITURUK PASIR OK JAYA,BAWANG MERAH,0,263,0,0,0,0,0,0,0,5000,0,263,0,263,0.5,Normal,Overuse,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Overuse,0.0,526.0,0.0,526.0,263,0,0,Normal,,,,Normal,525.0,515.0,539.0,Normal,,,,Normal
P2767,PATANE IV,SIRAITURUK PASIR OK JAYA,BAWANG MERAH,0,53,0,0,0,0,0,0,0,1000,0,53,0,53,0.1,Normal,Overuse,Normal,0.0,25.0,0.0,35.0,0.0,100.0,Overuse,0.0,530.0,0.0,530.0,53,0,0,Normal,,,,Normal,525.0,515.0,539.0,Normal,,,,Normal
P2768,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2769,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,187,262,0,0,0,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal,249.33333333333334,349.3333333333333,0.0,598.6666666666666,0,449,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P2770,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,187,262,0,0,0,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal,249.33333333333334,349.3333333333333,0.0,598.6666666666666,0,449,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P2771,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,187,262,0,0,0,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal,249.33333333333334,349.3333333333333,0.0,598.6666666666666,0,449,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P2772,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,187,262,0,0,0,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal,249.33333333333334,349.3333333333333,0.0,598.6666666666666,0,449,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P2773,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,187,262,0,0,0,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal,249.33333333333334,349.3333333333333,0.0,598.6666666666666,0,449,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P2774,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,250,350,0,0,0,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,600,0,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2775,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2776,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2777,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2778,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2779,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2780,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2781,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2782,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,187,262,0,0,0,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal,249.33333333333334,349.3333333333333,0.0,598.6666666666666,0,449,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P2783,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2784,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2785,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2786,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,187,262,0,0,0,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal,249.33333333333334,349.3333333333333,0.0,598.6666666666666,0,449,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P2787,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,187,262,0,25,35,0,8500,212,297,0,509,0.85,Normal,Normal,Normal,0.0,212.5,0.0,297.5,0.0,850.0,Normal,249.41176470588235,349.4117647058824,0.0,598.8235294117648,0,449,60,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P2788,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2789,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,62,87,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal,249.33333333333334,349.3333333333333,0.0,598.6666666666666,0,300,149,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P2790,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2791,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2792,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2793,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2794,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2795,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2796,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2797,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P2798,PATANE IV,SIRAITURUK PASIR OK JAYA,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
