ID_Petani,Desa,Kelompok_Tani,Komoditas,Luas_Tanah_m2,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_ha,Urea_MT1_per_ha,Urea_MT2_per_ha,Urea_MT3_per_ha,NPK_MT1_per_ha,NPK_MT2_per_ha,NPK_MT3_per_ha,Organik_MT1_per_ha,Organik_MT2_per_ha,Organik_MT3_per_ha,Total_MT1,Total_MT2,Total_MT3,prop_Urea_MT1,prop_NPK_MT1,prop_Organik_MT1,prop_Urea_MT2,prop_NPK_MT2,prop_Organik_MT2,prop_Urea_MT3,prop_NPK_MT3,prop_Organik_MT3,delta_Urea_MT2_MT1,delta_Urea_MT3_MT2,delta_NPK_MT2_MT1,delta_NPK_MT3_MT2,delta_Organik_MT2_MT1,delta_Organik_MT3_MT2,Urea_avg,Urea_std,NPK_avg,NPK_std,Organik_avg,Organik_std,zscore_Urea_MT1,zscore_Urea_MT2,zscore_Urea_MT3,zscore_NPK_MT1,zscore_NPK_MT2,zscore_NPK_MT3,zscore_Organik_MT1,zscore_Organik_MT2,zscore_Organik_MT3,IQR_Label_MT1,IQR_Bounds_MT1,IQR_Label_MT2,IQR_Bounds_MT2,IQR_Label_MT3,IQR_Bounds_MT3,dev_Urea_MT1,dev_pct_Urea_MT1,dev_NPK_MT1,dev_pct_NPK_MT1,dev_Organik_MT1,dev_pct_Organik_MT1,dev_Urea_MT2,dev_pct_Urea_MT2,dev_NPK_MT2,dev_pct_NPK_MT2,dev_Organik_MT2,dev_pct_Organik_MT2,dev_Urea_MT3,dev_pct_Urea_MT3,dev_NPK_MT3,dev_pct_NPK_MT3,dev_Organik_MT3,dev_pct_Organik_MT3,Total_Pupuk_Semua_MT,Total_Pupuk_per_ha,Anomaly_Prediction,Anomaly_Label,Anomaly_Score,Anomaly_Severity,Cluster,Cluster_Label
P226,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,25.0,30.0,500.0,125.0,150.0,500.0,0.2,125.0,125.0,625.0,150.0,150.0,750.0,5000.0,2500.0,2500.0,1055.0,555.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,100.0,0.0,120.0,-500.0,0.0,58.333333333333336,57.735026918962575,70.0,69.2820323027551,666.6666666666666,288.6751345948129,-1.5022618524359292,-2.5119165078261223,0.0014019711128900937,-1.5242811351716525,-2.504306642009926,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,-76.5,-75.36945812807882,-91.5,-75.30864197530865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.3218998966126,8431.609499483062,-1,Anomali,0.6467396220250463,Anomali Ringan,3,Cluster 3
P227,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,6000,75.0,90.0,1000.0,75.0,90.0,500.0,125.0,150.0,500.0,0.6,125.0,125.0,208.33333333333334,150.0,150.0,250.0,1666.6666666666667,833.3333333333334,833.3333333333334,1165.0,665.0,775.0,0.06437768240343347,0.07725321888412018,0.8583690987124464,0.11278195488721804,0.13533834586466165,0.7518796992481203,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,50.0,0.0,60.0,-500.0,0.0,91.66666666666667,28.867513459481287,110.0,34.64101615137755,666.6666666666666,288.6751345948129,-0.9114377471662465,-0.9328659136453931,0.0014019711128900937,-0.9548729405401517,-0.9262226522730721,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-50.0,-40.0,-60.0,-40.0,0.0,0.0,-26.5,-26.108374384236456,-31.5,-25.925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.9656996898375,3841.609499483063,1,Normal,0.33670737244099,Anomali Ringan,1,Cluster 1
P228,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,5600,70.0,84.0,1000.0,70.0,84.0,500.0,125.0,150.0,500.0,0.56,124.99999999999999,124.99999999999999,223.2142857142857,149.99999999999997,149.99999999999997,267.85714285714283,1785.7142857142856,892.8571428571428,892.8571428571428,1154.0,654.0,775.0,0.060658578856152515,0.07279029462738301,0.8665511265164645,0.10703363914373089,0.12844036697247707,0.764525993883792,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,55.0,0.0,66.0,-500.0,0.0,88.33333333333333,31.754264805429415,106.0,38.1051177665153,666.6666666666666,288.6751345948129,-0.9705201576932148,-1.090770973063466,0.0014019711128900937,-1.011813760003302,-1.0840310512467575,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-55.0,-44.0,-66.0,-44.0,0.0,0.0,-31.5,-31.03448275862069,-37.5,-30.864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2243.1013197105153,4005.5380709116343,1,Normal,0.378851183592802,Anomali Ringan,1,Cluster 1
P229,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,6000,75.0,90.0,1000.0,75.0,90.0,500.0,125.0,150.0,500.0,0.6,125.0,125.0,208.33333333333334,150.0,150.0,250.0,1666.6666666666667,833.3333333333334,833.3333333333334,1165.0,665.0,775.0,0.06437768240343347,0.07725321888412018,0.8583690987124464,0.11278195488721804,0.13533834586466165,0.7518796992481203,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,50.0,0.0,60.0,-500.0,0.0,91.66666666666667,28.867513459481287,110.0,34.64101615137755,666.6666666666666,288.6751345948129,-0.9114377471662465,-0.9328659136453931,0.0014019711128900937,-0.9548729405401517,-0.9262226522730721,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-50.0,-40.0,-60.0,-40.0,0.0,0.0,-26.5,-26.108374384236456,-31.5,-25.925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.9656996898375,3841.609499483063,1,Normal,0.33670737244099,Anomali Ringan,1,Cluster 1
P230,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,3200,40.0,48.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.32,125.0,317.1875,390.625,150.0,379.6875,468.75,3125.0,1562.5,1562.5,1088.0,723.0,775.0,0.03676470588235294,0.04411764705882353,0.9191176470588235,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,61.5,23.5,73.5,28.5,-500.0,0.0,88.83333333333333,43.8928619861286,106.5,52.6284143785465,666.6666666666666,288.6751345948129,-1.3250146208550244,-0.09596909872960657,0.0014019711128900937,-1.3534586767822023,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-85.0,-68.0,-102.0,-68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2263.0,7071.875,1,Normal,0.2889341704828685,Normal,3,Cluster 3
P231,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,8000,100.0,120.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.8,125.0,126.875,156.25,150.0,151.875,187.5,1250.0,625.0,625.0,1220.0,723.0,775.0,0.08196721311475409,0.09836065573770492,0.819672131147541,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,1.5,23.5,1.5,28.5,-500.0,0.0,108.83333333333333,14.020817855365404,130.5,16.904141504376966,666.6666666666666,288.6751345948129,-0.6160256945314051,-0.09596909872960657,0.0014019711128900937,-0.6701688432244014,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-25.0,-20.0,-30.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2623.0,3278.75,1,Normal,0.1541081755977627,Normal,1,Cluster 1
P232,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.2,125.0,507.5,625.0,150.0,607.5,750.0,5000.0,2500.0,2500.0,1055.0,723.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,76.5,23.5,91.5,28.5,-500.0,0.0,83.83333333333333,52.28846271725086,100.5,62.6956936320191,666.6666666666666,288.6751345948129,-1.5022618524359292,-0.09596909872960657,0.0014019711128900937,-1.5242811351716525,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,10865.0,1,Normal,0.36965856067318414,Anomali Ringan,3,Cluster 3
P233,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.2,125.0,507.5,625.0,150.0,607.5,750.0,5000.0,2500.0,2500.0,1055.0,723.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,76.5,23.5,91.5,28.5,-500.0,0.0,83.83333333333333,52.28846271725086,100.5,62.6956936320191,666.6666666666666,288.6751345948129,-1.5022618524359292,-0.09596909872960657,0.0014019711128900937,-1.5242811351716525,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,10865.0,1,Normal,0.36965856067318414,Anomali Ringan,3,Cluster 3
P234,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,4000,50.0,60.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.4,125.0,253.75,312.5,150.0,303.75,375.0,2500.0,1250.0,1250.0,1110.0,723.0,775.0,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,51.5,23.5,61.5,28.5,-500.0,0.0,92.16666666666667,38.36122173932073,110.5,45.9972825284277,666.6666666666666,288.6751345948129,-1.2068497998010879,-0.09596909872960657,0.0014019711128900937,-1.2395770378559021,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-75.0,-60.0,-90.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2323.0,5807.5,1,Normal,0.23260442857403874,Normal,1,Cluster 1
P235,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,4000,50.0,60.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.4,125.0,253.75,312.5,150.0,303.75,375.0,2500.0,1250.0,1250.0,1110.0,723.0,775.0,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,51.5,23.5,61.5,28.5,-500.0,0.0,92.16666666666667,38.36122173932073,110.5,45.9972825284277,666.6666666666666,288.6751345948129,-1.2068497998010879,-0.09596909872960657,0.0014019711128900937,-1.2395770378559021,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-75.0,-60.0,-90.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2323.0,5807.5,1,Normal,0.23260442857403874,Normal,1,Cluster 1
P236,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.2,125.0,507.5,625.0,150.0,607.5,750.0,5000.0,2500.0,2500.0,1055.0,723.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,76.5,23.5,91.5,28.5,-500.0,0.0,83.83333333333333,52.28846271725086,100.5,62.6956936320191,666.6666666666666,288.6751345948129,-1.5022618524359292,-0.09596909872960657,0.0014019711128900937,-1.5242811351716525,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,10865.0,1,Normal,0.36965856067318414,Anomali Ringan,3,Cluster 3
P237,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,18000,225.0,270.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,1.8,125.0,56.388888888888886,69.44444444444444,150.0,67.5,83.33333333333333,555.5555555555555,277.77777777777777,277.77777777777777,1495.0,723.0,775.0,0.1505016722408027,0.1806020066889632,0.6688963210702341,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-123.5,23.5,-148.5,28.5,-500.0,0.0,150.5,65.58010369006746,180.5,78.80831174438391,666.6666666666666,288.6751345948129,0.8610345686428019,-0.09596909872960657,0.0014019711128900937,0.7533516433543505,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],100.0,80.0,120.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3373.0,1873.888888888889,1,Normal,0.3269516570921378,Anomali Ringan,2,Cluster 2
P238,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,6800,85.0,102.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.68,124.99999999999999,149.26470588235293,183.8235294117647,150.0,178.67647058823528,220.58823529411762,1470.5882352941176,735.2941176470588,735.2941176470588,1187.0,723.0,775.0,0.07160909856781802,0.08593091828138164,0.8424599831508003,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,16.5,23.5,19.5,28.5,-500.0,0.0,103.83333333333333,20.101824129499626,124.5,24.14021540914662,666.6666666666666,288.6751345948129,-0.7932729261123099,-0.09596909872960657,0.0014019711128900937,-0.8409913016138516,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-40.0,-32.0,-48.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2533.0,3724.9999999999995,1,Normal,0.16568070395070145,Normal,1,Cluster 1
P239,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,4000,50.0,60.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.4,125.0,253.75,312.5,150.0,303.75,375.0,2500.0,1250.0,1250.0,1110.0,723.0,775.0,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,51.5,23.5,61.5,28.5,-500.0,0.0,92.16666666666667,38.36122173932073,110.5,45.9972825284277,666.6666666666666,288.6751345948129,-1.2068497998010879,-0.09596909872960657,0.0014019711128900937,-1.2395770378559021,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-75.0,-60.0,-90.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2323.0,5807.5,1,Normal,0.23260442857403874,Normal,1,Cluster 1
P240,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.2,125.0,507.5,625.0,150.0,607.5,750.0,5000.0,2500.0,2500.0,1055.0,723.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,76.5,23.5,91.5,28.5,-500.0,0.0,83.83333333333333,52.28846271725086,100.5,62.6956936320191,666.6666666666666,288.6751345948129,-1.5022618524359292,-0.09596909872960657,0.0014019711128900937,-1.5242811351716525,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,10865.0,1,Normal,0.36965856067318414,Anomali Ringan,3,Cluster 3
P241,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.2,125.0,507.5,625.0,150.0,607.5,750.0,5000.0,2500.0,2500.0,1055.0,723.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,76.5,23.5,91.5,28.5,-500.0,0.0,83.83333333333333,52.28846271725086,100.5,62.6956936320191,666.6666666666666,288.6751345948129,-1.5022618524359292,-0.09596909872960657,0.0014019711128900937,-1.5242811351716525,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,10865.0,1,Normal,0.36965856067318414,Anomali Ringan,3,Cluster 3
P242,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,4800,60.0,72.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.48,125.0,211.45833333333334,260.4166666666667,150.0,253.125,312.5,2083.3333333333335,1041.6666666666667,1041.6666666666667,1132.0,723.0,775.0,0.053003533568904596,0.0636042402826855,0.8833922261484098,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,41.5,23.5,49.5,28.5,-500.0,0.0,95.5,32.912763481664676,114.5,39.46834174373177,666.6666666666666,288.6751345948129,-1.0886849787471513,-0.09596909872960657,0.0014019711128900937,-1.125695398929602,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-65.0,-52.0,-78.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383.0,4964.583333333334,1,Normal,0.1914103511384011,Normal,1,Cluster 1
P243,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,6000,75.0,90.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.6,125.0,169.16666666666669,208.33333333333334,150.0,202.5,250.0,1666.6666666666667,833.3333333333334,833.3333333333334,1165.0,723.0,775.0,0.06437768240343347,0.07725321888412018,0.8583690987124464,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,26.5,23.5,31.5,28.5,-500.0,0.0,100.5,25.01499550269798,120.5,30.012497396917837,666.6666666666666,288.6751345948129,-0.9114377471662465,-0.09596909872960657,0.0014019711128900937,-0.9548729405401517,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-50.0,-40.0,-60.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2473.0,4121.666666666667,1,Normal,0.18072129303699702,Normal,1,Cluster 1
P244,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.2,125.0,507.5,625.0,150.0,607.5,750.0,5000.0,2500.0,2500.0,1055.0,723.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,76.5,23.5,91.5,28.5,-500.0,0.0,83.83333333333333,52.28846271725086,100.5,62.6956936320191,666.6666666666666,288.6751345948129,-1.5022618524359292,-0.09596909872960657,0.0014019711128900937,-1.5242811351716525,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,10865.0,1,Normal,0.36965856067318414,Anomali Ringan,3,Cluster 3
P245,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,6000,75.0,90.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.6,125.0,169.16666666666669,208.33333333333334,150.0,202.5,250.0,1666.6666666666667,833.3333333333334,833.3333333333334,1165.0,723.0,775.0,0.06437768240343347,0.07725321888412018,0.8583690987124464,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,26.5,23.5,31.5,28.5,-500.0,0.0,100.5,25.01499550269798,120.5,30.012497396917837,666.6666666666666,288.6751345948129,-0.9114377471662465,-0.09596909872960657,0.0014019711128900937,-0.9548729405401517,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-50.0,-40.0,-60.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2473.0,4121.666666666667,1,Normal,0.18072129303699702,Normal,1,Cluster 1
P246,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.2,125.0,507.5,625.0,150.0,607.5,750.0,5000.0,2500.0,2500.0,1055.0,723.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,76.5,23.5,91.5,28.5,-500.0,0.0,83.83333333333333,52.28846271725086,100.5,62.6956936320191,666.6666666666666,288.6751345948129,-1.5022618524359292,-0.09596909872960657,0.0014019711128900937,-1.5242811351716525,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,10865.0,1,Normal,0.36965856067318414,Anomali Ringan,3,Cluster 3
P247,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,6000,75.0,90.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.6,125.0,169.16666666666669,208.33333333333334,150.0,202.5,250.0,1666.6666666666667,833.3333333333334,833.3333333333334,1165.0,723.0,775.0,0.06437768240343347,0.07725321888412018,0.8583690987124464,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,26.5,23.5,31.5,28.5,-500.0,0.0,100.5,25.01499550269798,120.5,30.012497396917837,666.6666666666666,288.6751345948129,-0.9114377471662465,-0.09596909872960657,0.0014019711128900937,-0.9548729405401517,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-50.0,-40.0,-60.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2473.0,4121.666666666667,1,Normal,0.18072129303699702,Normal,1,Cluster 1
P248,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.2,125.0,507.5,625.0,150.0,607.5,750.0,5000.0,2500.0,2500.0,1055.0,723.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,76.5,23.5,91.5,28.5,-500.0,0.0,83.83333333333333,52.28846271725086,100.5,62.6956936320191,666.6666666666666,288.6751345948129,-1.5022618524359292,-0.09596909872960657,0.0014019711128900937,-1.5242811351716525,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,10865.0,1,Normal,0.36965856067318414,Anomali Ringan,3,Cluster 3
P249,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,1200,15.0,18.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.12,125.0,845.8333333333334,1041.6666666666667,150.0,1012.5,1250.0,8333.333333333334,4166.666666666667,4166.666666666667,1033.0,723.0,775.0,0.01452081316553727,0.017424975798644726,0.968054211035818,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,86.5,23.5,103.5,28.5,-500.0,0.0,80.5,57.92883565203085,96.5,69.46042038456144,666.6666666666666,288.6751345948129,-1.6204266734898658,-0.09596909872960657,0.0014019711128900937,-1.6381627740979527,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],-110.0,-88.0,-132.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2113.0,17608.333333333336,1,Normal,0.5368239948579365,Anomali Ringan,3,Cluster 3
