ID_Petani,Desa,Kelompok_Tani,Komoditas,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_Tanah_m2,Total_Urea,Total_NPK,Total_Organik,Total_Pupuk,Luas_Tanah_ha,Status_Urea,Status_NPK,Status_Organik,Jatah_Urea_Min,Jatah_Urea_Max,Jatah_NPK_Min,Jatah_NPK_Max,Jatah_Organik_Min,Jatah_Organik_Max,Final_Status
P2527,PATANE IV,DOSROHA,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2528,PATANE IV,DOSROHA,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2529,PATANE IV,DOSROHA,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2530,PATANE IV,DOSROHA,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2531,PATANE IV,DOSROHA,PADI,375,450,1500,0,0,0,0,0,0,15000,375,450,1500,2325,1.5,Normal,Normal,Normal,0.0,375.0,0.0,450.0,0.0,1500.0,Normal
P2532,PATANE IV,DOSROHA,PADI,375,450,1500,0,0,0,0,0,0,15000,375,450,1500,2325,1.5,Normal,Normal,Normal,0.0,375.0,0.0,450.0,0.0,1500.0,Normal
P2533,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2534,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2535,PATANE IV,DOSROHA,PADI,375,450,1500,0,0,0,0,0,0,15000,375,450,1500,2325,1.5,Normal,Normal,Normal,0.0,375.0,0.0,450.0,0.0,1500.0,Normal
P2536,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2537,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2538,PATANE IV,DOSROHA,PADI,375,450,1500,0,0,0,0,0,0,15000,375,450,1500,2325,1.5,Normal,Normal,Normal,0.0,375.0,0.0,450.0,0.0,1500.0,Normal
P2539,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2540,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2541,PATANE IV,DOSROHA,PADI,375,450,1500,0,0,0,0,0,0,15000,375,450,1500,2325,1.5,Normal,Normal,Normal,0.0,375.0,0.0,450.0,0.0,1500.0,Normal
P2542,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2543,PATANE IV,DOSROHA,PADI,375,450,1500,0,0,0,0,0,0,15000,375,450,1500,2325,1.5,Normal,Normal,Normal,0.0,375.0,0.0,450.0,0.0,1500.0,Normal
P2544,PATANE IV,DOSROHA,PADI,375,450,1500,0,0,0,0,0,0,15000,375,450,1500,2325,1.5,Normal,Normal,Normal,0.0,375.0,0.0,450.0,0.0,1500.0,Normal
P2545,PATANE IV,DOSROHA,PADI,375,450,1500,0,0,0,0,0,0,15000,375,450,1500,2325,1.5,Normal,Normal,Normal,0.0,375.0,0.0,450.0,0.0,1500.0,Normal
P2546,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2547,PATANE IV,DOSROHA,PADI,375,450,1500,0,0,0,0,0,0,15000,375,450,1500,2325,1.5,Normal,Normal,Normal,0.0,375.0,0.0,450.0,0.0,1500.0,Normal
P2548,PATANE IV,DOSROHA,PADI,375,450,1500,0,0,0,0,0,0,15000,375,450,1500,2325,1.5,Normal,Normal,Normal,0.0,375.0,0.0,450.0,0.0,1500.0,Normal
P2549,PATANE IV,DOSROHA,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2550,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2551,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2552,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2553,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2554,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2555,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2556,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2557,PATANE IV,DOSROHA,PADI,375,450,1500,0,0,0,0,0,0,15000,375,450,1500,2325,1.5,Normal,Normal,Normal,0.0,375.0,0.0,450.0,0.0,1500.0,Normal
P2558,PATANE IV,DOSROHA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2559,PATANE IV,DOSROHA,PADI,375,450,1500,0,0,0,0,0,0,15000,375,450,1500,2325,1.5,Normal,Normal,Normal,0.0,375.0,0.0,450.0,0.0,1500.0,Normal
P2560,PATANE IV,MARSADA,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2561,PATANE IV,MARSADA,JAGUNG,0,0,0,250,350,0,250,350,0,20000,500,700,0,1200,2.0,Normal,Normal,Normal,0.0,500.0,0.0,700.0,0.0,2000.0,Normal
P2562,PATANE IV,MARSADA,JAGUNG,0,0,0,250,350,0,250,350,0,20000,500,700,0,1200,2.0,Normal,Normal,Normal,0.0,500.0,0.0,700.0,0.0,2000.0,Normal
P2563,PATANE IV,MARSADA,JAGUNG,0,0,0,250,350,0,250,350,0,20000,500,700,0,1200,2.0,Normal,Normal,Normal,0.0,500.0,0.0,700.0,0.0,2000.0,Normal
P2564,PATANE IV,MARSADA,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2565,PATANE IV,MARSADA,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2566,PATANE IV,MARSADA,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2567,PATANE IV,MARSADA,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2568,PATANE IV,MARSADA,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2569,PATANE IV,MARSADA,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2570,PATANE IV,MARSADA,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2571,PATANE IV,MARSADA,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal
P2572,PATANE IV,MARSADA,JAGUNG,0,0,0,250,350,0,250,350,0,20000,500,700,0,1200,2.0,Normal,Normal,Normal,0.0,500.0,0.0,700.0,0.0,2000.0,Normal
P2573,PATANE IV,MARSADA,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2574,PATANE IV,MARSADA,JAGUNG,0,0,0,250,350,0,250,350,0,20000,500,700,0,1200,2.0,Normal,Normal,Normal,0.0,500.0,0.0,700.0,0.0,2000.0,Normal
P2575,PATANE IV,MARSADA,JAGUNG,0,0,0,250,350,0,250,350,0,20000,500,700,0,1200,2.0,Normal,Normal,Normal,0.0,500.0,0.0,700.0,0.0,2000.0,Normal
P2576,PATANE IV,MARSADA,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2577,PATANE IV,MARSADA,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2578,PATANE IV,MARSADA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2579,PATANE IV,MARSADA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2580,PATANE IV,MARSADA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2581,PATANE IV,MARSADA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2582,PATANE IV,MARSADA,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2583,PATANE IV,MARSADA,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2584,PATANE IV,MARSADA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2585,PATANE IV,MARSADA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2586,PATANE IV,MARSADA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2587,PATANE IV,MARSADA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2588,PATANE IV,MARSADA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2589,PATANE IV,MARSADA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2590,PATANE IV,MARSADA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2591,PATANE IV,MARSADA,PADI,250,300,1000,250,300,1000,0,0,0,20000,500,600,2000,3100,2.0,Normal,Normal,Normal,0.0,500.0,0.0,600.0,0.0,2000.0,Normal
P2592,PATANE IV,MARSADA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2593,PATANE IV,MARSADA,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2594,PATANE IV,MARSADA,PADI,125,150,500,125,150,500,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2595,PATANE IV,MARSADA,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2596,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2597,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2598,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2599,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000,500,700,0,1200,2.0,Normal,Normal,Normal,0.0,500.0,0.0,700.0,0.0,2000.0,Normal
P2600,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2601,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal
P2602,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal
P2603,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P2604,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,125,175,0,62,87,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal
P2605,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2606,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000,500,700,0,1200,2.0,Normal,Normal,Normal,0.0,500.0,0.0,700.0,0.0,2000.0,Normal
P2607,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2608,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,62,87,0,62,87,0,5000,124,174,0,298,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2609,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,62,87,0,62,87,0,5000,124,174,0,298,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2610,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2611,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,62,87,0,62,87,0,5000,124,174,0,298,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2612,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal
P2613,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,125,175,0,62,87,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal
P2614,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2615,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2616,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,125,175,0,62,87,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal
P2617,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000,500,700,0,1200,2.0,Normal,Normal,Normal,0.0,500.0,0.0,700.0,0.0,2000.0,Normal
P2618,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2619,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2620,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,125,175,0,62,87,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal
P2621,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,62,87,0,62,87,0,5000,124,174,0,298,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2622,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2623,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,62,87,0,62,87,0,5000,124,174,0,298,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2624,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,62,87,0,62,87,0,5000,124,174,0,298,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2625,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2626,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2627,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2628,PATANE IV,LBN.TINJOAN,JAGUNG,0,0,0,250,350,0,250,350,0,20000,500,700,0,1200,2.0,Normal,Normal,Normal,0.0,500.0,0.0,700.0,0.0,2000.0,Normal
P2629,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2630,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2631,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2632,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,62,87,0,7500,187,262,0,449,0.75,Normal,Normal,Normal,0.0,187.5,0.0,262.5,0.0,750.0,Normal
P2633,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2634,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P2635,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P2636,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P2637,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P2638,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P2639,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P2640,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P2641,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P2642,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P2643,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P2644,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P2645,PATANE IV,ANGGIAT MAJU,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P2646,PATANE IV,ANGGIAT MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2647,PATANE IV,ANGGIAT MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2648,PATANE IV,ANGGIAT MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2649,PATANE IV,ANGGIAT MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2650,PATANE IV,ANGGIAT MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2651,PATANE IV,ANGGIAT MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2652,PATANE IV,ANGGIAT MAJU,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2653,PATANE IV,ANGGIAT MAJU,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2654,PATANE IV,ANGGIAT MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2655,PATANE IV,ANGGIAT MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2656,PATANE IV,ANGGIAT MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2657,PATANE IV,ANGGIAT MAJU,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2658,PATANE IV,ANGGIAT MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2659,PATANE IV,ANGGIAT MAJU,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2660,PATANE IV,ANGGIAT MAJU,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2661,PATANE IV,ANGGIAT MAJU,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal
P2662,PATANE IV,ANGGIAT MAJU,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P2663,PATANE IV,MADUMA,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
