ID_Petani,Desa,Kelompok_Tani,Komoditas,Luas_Tanah_ha,Final_Status,Prioritas,Rekomendasi,Action_Plan
P160,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.16,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P161,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P162,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.12,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P163,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P164,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.88,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P165,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P166,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.24,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P167,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P168,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.16,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P169,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.1,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P170,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.36,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P171,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.1,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P172,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.1,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P173,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.15,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P174,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P175,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.16,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P176,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.3,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P177,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.1,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P178,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.28,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P179,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P180,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P181,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P182,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P183,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P184,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.1,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P185,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.1,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P186,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.1,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P187,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.1,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P188,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.26,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P189,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.1,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P190,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.1,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P191,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.12,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P192,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P193,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.24,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P194,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.24,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P195,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0.12,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.89) | 📊 Intensitas rendah: 0.0 kg/ha | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Pastikan nutrisi tanaman terpenuhi
P196,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.12,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P197,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.12,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P198,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.12,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P199,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P200,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.48,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P201,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P202,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P203,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P204,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,1.6,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P205,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.12,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P206,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.32,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P207,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.12,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P208,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P209,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P210,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P211,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.6,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P212,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.12,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P213,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.56,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P214,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P215,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.6,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P216,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P217,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,1.4,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P218,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P219,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P220,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P221,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P222,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.12,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P223,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P224,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P225,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P226,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P227,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.6,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P228,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.56,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P229,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.6,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P230,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.32,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P231,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.8,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P232,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P233,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P234,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.4,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P235,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.4,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P236,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P237,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,1.8,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 6,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P238,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.68,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P239,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.4,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P240,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P241,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P242,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.48,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P243,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.6,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P244,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P245,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.6,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P246,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P247,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.6,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P248,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P249,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.12,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P250,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P251,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.12,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P252,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P253,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P254,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.52,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P255,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.12,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P256,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P257,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P258,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.44,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P259,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,0.2,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.81) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P260,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0.4,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P261,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P262,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0.3,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P263,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P264,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P265,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0.4,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P266,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P267,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0.1,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P268,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P269,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P270,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P271,SIBARANI NASAMPULU/NAMUNGKUP,SAROHA,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
