ID_Petani,Desa,Kelompok_Tani,Komoditas,Luas_Tanah_ha,Final_Status,Prioritas,Rekomendasi,Action_Plan
P1869,PATANE II,SAURDOT,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1870,PATANE II,SAURDOT,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1871,PATANE II,SAURDOT,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1872,PATANE II,SAURDOT,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1873,PATANE II,SAURDOT,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1874,PATANE II,SAURDOT,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1875,PATANE II,SAURDOT,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1876,PATANE II,SAURDOT,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1877,PATANE II,SAURDOT,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1878,PATANE II,SAURDOT,BAWANG MERAH,0.5,Overuse,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.84) | ⚠️ Melebihi standar admin | 🎯 Cluster 5,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Sesuaikan dengan standar yang ditetapkan
P1879,PATANE II,SAURDOT,BAWANG MERAH,0.5,Overuse,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.84) | ⚠️ Melebihi standar admin | 🎯 Cluster 5,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Sesuaikan dengan standar yang ditetapkan
P1880,PATANE II,SAURDOT,BAWANG MERAH,0.5,Overuse,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.84) | ⚠️ Melebihi standar admin | 🎯 Cluster 5,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan; Sesuaikan dengan standar yang ditetapkan
P1881,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1882,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1883,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1884,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1885,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1886,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1887,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1888,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1889,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1890,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1891,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1892,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1893,PATANE I,SATAHI DESA PATANE I,JAGUNG,2.0,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1894,PATANE I,SATAHI DESA PATANE I,JAGUNG,2.0,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1895,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1896,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1897,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1898,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1899,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1900,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1901,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1902,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1903,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1904,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1905,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1906,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1907,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1908,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1909,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P1910,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1911,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1912,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1913,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1914,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1915,PATANE I,SATAHI DESA PATANE I,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1916,PATANE I,SATAHI DESA PATANE I,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1917,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1918,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1919,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1920,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1921,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1922,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1923,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1924,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1925,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1926,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1927,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1928,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1929,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1930,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1931,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1932,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1933,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1934,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1935,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1936,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1937,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1938,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1939,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1940,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1941,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1942,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1943,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1944,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1945,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1946,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1947,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1948,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1949,PATANE I,SATAHI DESA PATANE I,PADI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.55) | 📊 Intensitas sangat tinggi: 1548.0 kg/ha | 🎯 Cluster 9,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P1950,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1951,PATANE I,SATAHI DESA PATANE I,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P1952,PATANE I,SATAHI DESA PATANE I,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P1953,PATANE I,SARIBU USAHA,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1954,PATANE I,SARIBU USAHA,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1955,PATANE I,SARIBU USAHA,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1956,PATANE I,SARIBU USAHA,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1957,PATANE I,SARIBU USAHA,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1958,PATANE I,SARIBU USAHA,JAGUNG,1.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.84) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1959,PATANE I,SARIBU USAHA,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1960,PATANE I,SARIBU USAHA,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1961,PATANE I,SARIBU USAHA,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1962,PATANE I,SARIBU USAHA,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1963,PATANE I,SARIBU USAHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1964,PATANE I,SARIBU USAHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1965,PATANE I,SARIBU USAHA,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P1966,PATANE I,SARIBU USAHA,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P1967,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1968,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1969,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1970,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1971,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1972,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1973,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1974,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1975,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1976,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1977,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1978,LUMBAN GURNING,SAHAT GABE,CABAI,0.5,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1979,LUMBAN GURNING,SAHAT GABE,CABAI,0.5,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1980,LUMBAN GURNING,SAHAT GABE,CABAI,0.5,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1981,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1982,LUMBAN GURNING,SAHAT GABE,CABAI,0.25,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.69) | 🎯 Cluster 5,"Periksa pola pemupukan, ada ketidakwajaran"
P1983,LUMBAN GURNING,SAHAT GABE,KAKAO,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 1.00) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1984,LUMBAN GURNING,SAHAT GABE,KAKAO,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 1.00) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1985,LUMBAN GURNING,SAHAT GABE,KAKAO,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 1.00) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1986,LUMBAN GURNING,SAHAT GABE,KAKAO,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 1.00) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1987,LUMBAN GURNING,SAHAT GABE,KAKAO,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 1.00) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1988,LUMBAN GURNING,SAHAT GABE,KAKAO,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 1.00) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1989,LUMBAN GURNING,SAHAT GABE,KAKAO,0.25,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 1.00) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1990,LUMBAN GURNING,SAHAT GABE,KAKAO,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 1.00) | 🎯 Cluster 3,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1991,LUMBAN GURNING,SAHAT GABE,KOPI,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.98) | 🎯 Cluster 4,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1992,LUMBAN GURNING,SAHAT GABE,KOPI,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.98) | 🎯 Cluster 4,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1993,LUMBAN GURNING,SAHAT GABE,KOPI,0.25,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.98) | 🎯 Cluster 4,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1994,LUMBAN GURNING,SAHAT GABE,KOPI,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.98) | 🎯 Cluster 4,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1995,LUMBAN GURNING,SAHAT GABE,KOPI,0.25,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.98) | 🎯 Cluster 4,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1996,LUMBAN GURNING,SAHAT GABE,KOPI,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.98) | 🎯 Cluster 4,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1997,LUMBAN GURNING,SAHAT GABE,KOPI,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.98) | 🎯 Cluster 4,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1998,LUMBAN GURNING,SAHAT GABE,KOPI,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.98) | 🎯 Cluster 4,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P1999,LUMBAN GURNING,SAHAT GABE,KOPI,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.98) | 🎯 Cluster 4,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P2000,LUMBAN GURNING,SAHAT GABE,KOPI,0.5,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.98) | 🎯 Cluster 4,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P2001,LUMBAN GURNING,SAHAT GABE,KOPI,0.25,Normal,Tinggi,🚨 ANOMALI BERAT: Pola pupuk sangat tidak wajar (ML Score: 0.98) | 🎯 Cluster 4,URGENT: Investigasi segera! Cek validitas data dan pola pemupukan
P2002,LUMBAN GURNING,SAHAT GABE,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2003,LUMBAN GURNING,SAHAT GABE,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2004,LUMBAN GURNING,SAHAT GABE,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2005,LUMBAN GURNING,SAHAT GABE,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2006,LUMBAN GURNING,SAHAT GABE,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2007,LUMBAN GURNING,SAHAT GABE,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2008,LUMBAN GURNING,SAHAT GABE,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2009,LUMBAN GURNING,SAHAT GABE,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2010,LUMBAN GURNING,SAHAT GABE,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2011,LUMBAN GURNING,SAHAT GABE,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2012,LUMBAN GURNING,SAHAT GABE,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2013,LUMBAN GURNING,SAHAT GABE,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
